Citizen (Canada)	Accuse	Police (Canada)
Head of Government (Italy)	Accuse	Citizen (Italy)
Mehbooba Mufti	Praise or endorse	Farooq Abdullah
Foreign Affairs (Argentina)	Make statement	Military (Argentina)
Kenneth Matambo	Sign formal agreement	Foreign Affairs (China)
Foreign Affairs (China)	Sign formal agreement	Kenneth Matambo
Johannes Hahn	Make an appeal or request	Macedonia
Sebastian Kurz	Make statement	Vladimir Putin
Lawyer/Attorney (Lesotho)	Demand	Government (Lesotho)
Military of Lesotho	Mobilize or increase armed forces	Lesotho
European Commission	Express intent to provide economic aid	Citizen (Belgium)
Finance / Economy / Commerce / Trade Ministry (Egypt)	Make statement	European Union
Germany	Express intent to engage in diplomatic cooperation (such as policy support)	Armenia
China	Express intent to settle dispute	Mongolia
Mongolia	Express intent to settle dispute	China
Xinhua	Consult	Citizen (Ethiopia)
Citizen (Ethiopia)	Consult	Xinhua
Governor (Germany)	Accuse	Christian Democratic Union
United Kingdom	Criticize or denounce	Narendra Modi
Mike Pompeo	Reduce or break diplomatic relations	North Korea
Ona	Praise or endorse	Xinhua
Citizen (Yemen)	Make pessimistic comment	Switzerland
Prakash Sharan Mahat	Make statement	Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation
Government (North Korea)	Host a visit	Eric Solheim
Eric Solheim	Make a visit	Government (North Korea)
Benjamin Netanyahu	Engage in negotiation	Lithuania
Lithuania	Engage in negotiation	Benjamin Netanyahu
Government (Azerbaijan)	Make statement	Blogger (Azerbaijan)
United Kingdom	Make statement	Rahul Gandhi
Congress (United Kingdom)	Make statement	Rahul Gandhi
Hamas	Reduce relations	Israel
Malcolm Bligh Turnbull	Accuse	Tony Abbott
Annastacia Palaszczuk	Consider policy option	Senate (Australia)
Annastacia Palaszczuk	Threaten	Senate (Australia)
Wang Yi	Consult	Damdin Tsogtbaatar
Damdin Tsogtbaatar	Consult	Wang Yi
United States	Impose embargo, boycott, or sanctions	Citizen (Indonesia)
Vladimir Putin	Engage in negotiation	Ministry (Russia)
Ministry (Russia)	Engage in negotiation	Vladimir Putin
Media (Russia)	Make statement	Police (Russia)
Benjamin Netanyahu	Engage in symbolic act	Citizen (Lithuania)
Azerbaijan	Engage in diplomatic cooperation	Germany
Germany	Engage in diplomatic cooperation	Azerbaijan
Azerbaijan	Express intent to engage in diplomatic cooperation (such as policy support)	Germany
Sergey Viktorovich Lavrov	Express intent to meet or negotiate	Bosnia and Herzegovina
Bosnia and Herzegovina	Host a visit	Vladimir Putin
Vladimir Putin	Make a visit	Bosnia and Herzegovina
Lawrence A. MacAulay	Make statement	Canada
Head of Government (Angola)	Engage in negotiation	Head of Government (Germany)
Head of Government (Germany)	Engage in negotiation	Head of Government (Angola)
Geraldo Alckmin	Make a visit	Education (Madagascar)
Education (Madagascar)	Host a visit	Geraldo Alckmin
Citizen (North Korea)	Make an appeal or request	Mike Pompeo
United Nations	Host a visit	Ministry (Colombia)
Ministry (Colombia)	Make a visit	United Nations
Ministry (Colombia)	Demand	United Nations
Activist (Guatemala)	Demonstrate or rally	Inter-American Court of Human Rights
Citizen (Guatemala)	Demonstrate or rally	Inter-American Court of Human Rights
Luke Malaba	Make statement	Nelson Chamisa
Activist (Spain)	Criticize or denounce	Citizen (Spain)
Arab League	Criticize or denounce	Libya
Militant (Libya)	Use unconventional violence	Military Personnel - Special (Libya)
Sergey Viktorovich Lavrov	Express intent to meet or negotiate	Defense / Security Ministry (Turkey)
Main Opposition (Argentina)	Criticize or denounce	Mauricio Macri
Government (Spain)	Make statement	Francisco Ortiz Franco
Spain	Praise or endorse	Francisco Ortiz Franco
Armen Ashotyan	Express intent to cooperate economically	Citizen (Armenia)
Citizen (Armenia)	Express intent to cooperate economically	Armen Ashotyan
United Nations	Host a visit	Head of Government (Colombia)
Head of Government (Colombia)	Make a visit	United Nations
Head of Government (Colombia)	Demand	United Nations
Malcolm Bligh Turnbull	Engage in symbolic act	Scott Morrison
Malcolm Bligh Turnbull	Praise or endorse	Scott Morrison
Senate (Australia)	Make an appeal or request	Scott Morrison
Governor (France)	Praise or endorse	Military Personnel (France)
Citizen (Australia)	Criticize or denounce	Scott Morrison
Citizen (Australia)	Accuse	Scott Morrison
Police (United Arab Emirates)	Accuse	Citizen (United Arab Emirates)
Police (United Arab Emirates)	Express intent to meet or negotiate	United Arab Emirates
Gladys Berejiklian	Engage in symbolic act	Malcolm Bligh Turnbull
Gladys Berejiklian	Engage in diplomatic cooperation	Scott Morrison
Gladys Berejiklian	Praise or endorse	Scott Morrison
Education (Australia)	Make statement	Liberals (Australia)
Australia	Coerce	Citizen (Australia)
Citizen (Australia)	Use unconventional violence	Peter Dutton
Military (Australia)	Accuse	Men (Australia)
Industry (Australia)	Make an appeal or request	Scott Morrison
Citizen (Australia)	Use unconventional violence	Member of Parliament (Australia)
Mike Pompeo	Make statement	Business (North Korea)
Business (North Korea)	Express intent to meet or negotiate	North Korea
Media Personnel (North Korea)	Make statement	Business (North Korea)
Media Personnel (North Korea)	Make statement	Mike Pompeo
Foreign Affairs (China)	Criticize or denounce	Government (China)
China	Express intent to engage in diplomatic cooperation (such as policy support)	Scott Morrison
Wang Shouwen	Make a visit	United States
United States	Host a visit	Wang Shouwen
News Editor (Australia)	Accuse	Newspaper (Australia)
Mathias Cormann	Praise or endorse	Peter Dutton
Citizen (Australia)	Criticize or denounce	Peter Dutton
Citizen (Australia)	Make optimistic comment	Julie Bishop
Lawyer/Attorney (Paraguay)	Investigate	Children (Paraguay)
Nikol Pashinyan	Make statement	Angela Merkel
Republic of South Ossetia	Praise or endorse	Head of Government (Russia)
Anatoly Ilich Bibilov	Consult	Vladimir Putin
Vladimir Putin	Consult	Anatoly Ilich Bibilov
Inspector General (Colombia)	Investigate	Citizen (Colombia)
Fernando Carrillo	Investigate	Citizen (Colombia)
Inspector General (Colombia)	Make statement	Criminal (Colombia)
Government (South Africa)	Make an appeal or request	Political Parties (Zimbabwe)
Cyril Ramaphosa	Express intent to engage in diplomatic cooperation (such as policy support)	Government (Zimbabwe)
High Ranking Military Personnel (Lebanon)	Consult	United States
United States	Consult	High Ranking Military Personnel (Lebanon)
Alex Salmond	Threaten	Scottish Government
Citizen (Lebanon)	Make an appeal or request	Islamic State of Iraq and the Levant
Samir Geagea	Criticize or denounce	Gebran Bassil
Nikki Haley	Make statement	Islamic State of Iraq and the Levant
Police (United States)	Make statement	Andrew Mitchell
Citizen (United States)	Physically assault	Andrew Mitchell
Evin House of Detention	Return, release person(s)	Women (Iran)
Other Authorities / Officials (Panama)	Arrest, detain, or charge with legal action	Citizen (Panama)
Wang Yi	Consult	Enkh Bold
Other Authorities / Officials (China)	Consult	Enkh Bold
Enkh Bold	Consult	Wang Yi
Enkh Bold	Consult	Other Authorities / Officials (China)
Wang Yi	Engage in symbolic act	Enkh Bold
Enkh Bold	Make statement	China
Constitutional Court (Zimbabwe)	Accuse	Party Member (Zimbabwe)
Constitutional Court (Zimbabwe)	Accuse	Movement for Democratic Change
Constitutional Court (Zimbabwe)	Accuse	Nelson Chamisa
Attorney General (Colombia)	Arrest, detain, or charge with legal action	Criminal (Colombia)
Narendra Modi	Provide aid	Military (India)
Narendra Modi	Provide aid	Air Force (India)
Narendra Modi	Provide aid	Naval (India)
Constitutional Court (Zimbabwe)	Reject	People Associated with the Opposition (Zimbabwe)
Zimbabwe	Make statement	People Associated with the Opposition (Zimbabwe)
United States	Rally support on behalf of	China
Defense / Security Ministry (Venezuela)	Make statement	Organization of American States
Raul Jungmann	Praise or endorse	Colombia
Michel Aoun	Express intent to cooperate	Expatriate (Lebanon)
Islamic State of Iraq and the Levant	Threaten with military force	Lebanon
Military Personnel - Special (Lebanon)	Arrest, detain, or charge with legal action	Islamic State of Iraq and the Levant
Defense / Security Ministry (Mexico)	Consult	Andrés Manuel López Obrador
Andrés Manuel López Obrador	Consult	Defense / Security Ministry (Mexico)
Men (Mexico)	Use unconventional violence	Student (United States)
El Salvador	Engage in diplomatic cooperation	Latin America
United Kingdom	Make statement	Congress Party
Main Opposition (Belarus)	Make an appeal or request	International
Republic of Artsakh	Host a visit	Bundestag
Bundestag	Make a visit	Republic of Artsakh
Lawyer/Attorney (United States)	Make statement	Japan
Ivan Stefanec	Express accord	Citizen (Slovakia)
Citizen (Slovakia)	Express accord	Ivan Stefanec
Police (Argentina)	Retreat or surrender militarily	Argentina
Lawyer/Attorney (Argentina)	Criticize or denounce	Police (Argentina)
United Kingdom	Make statement	Lok Sabha
Farm Worker (France)	Engage in material cooperation	Hunter (France)
Hunter (France)	Engage in material cooperation	Farm Worker (France)
Donald Trump	Express intent to provide economic aid	Palestinian Territory, Occupied
Georgia	Criticize or denounce	Vladimir Putin
Raul Khadjimba	Consult	Vladimir Putin
Vladimir Putin	Consult	Raul Khadjimba
David Dondua	Make statement	Georgia
Education Ministry (India)	Express intent to engage in diplomatic cooperation (such as policy support)	Student (India)
Police (India)	Make an appeal or request	Commando (India)
Vishva Hindu Parishad	Express intent to engage in diplomatic cooperation (such as policy support)	Political Parties (India)
Information / Communication / Transparency Ministry (India)	Make statement	Healthcare Facility (India)
Information / Communication / Transparency Ministry (India)	Make statement	Education (India)
Environmentalist (India)	Rally support on behalf of	Treasury/Finance Ministry (India)
Court Judge (India)	Demand	India
Citizen (India)	Demonstrate or rally	Bureaucrat (India)
Citizen (India)	Accuse	Bureaucrat (India)
Indigenous People (India)	Express intent to provide economic aid	India
Employee (India)	Praise or endorse	Student (India)
Information / Communication / Transparency Ministry (India)	Consult	Representatives (India)
Representatives (India)	Consult	Information / Communication / Transparency Ministry (India)
Ministry (Shiv Sena)	Provide humanitarian aid	India
Education (India)	Provide humanitarian aid	India
United Kingdom	Make an appeal or request	Other Authorities / Officials (India)
Police (India)	Criticize or denounce	Women (India)
Healthcare Facility (India)	Arrest, detain, or charge with legal action	Children (India)
India	Refuse to release persons or property	Medical Personnel (India)
Member of the Judiciary (India)	Appeal for release of persons or property	India
Pinarayi Vijayan	Demand economic aid	Citizen (India)
Sanjay Singh	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (India)
Sukhbir Badal	Criticize or denounce	Navjot Singh Sidhu
Sukhbir Badal	Make pessimistic comment	Court Judge (India)
Government (India)	Express intent to provide economic aid	The Poor (India)
Narendra Modi	Make an appeal or request	Bureaucrat (India)
Government (International)	Express intent to provide economic aid	India
Qatar	Express intent to provide economic aid	India
Rahul Gandhi	Make an appeal or request	China
Governor (India)	Engage in symbolic act	Atal Bihari Vajpayee
Healthcare Facility (United States)	Make an appeal or request	Manohar Parrikar
Food, Water, and Disaster Relief (India)	Make statement	Public Courts (India)
Manish Sisodia	Express intent to meet or negotiate	Representatives (India)
Kidnapper (India)	Appeal to yield	Citizen (India)
Villager (India)	Demonstrate or rally	Organized Crime (India)
India	Reject	M.P. Singh
Cabinet / Council of Ministers / Advisors (India)	Criticize or denounce	Rahul Gandhi
Member of the Judiciary (India)	Reject	Citizen (Bangladesh)
Citizen (India)	Engage in symbolic act	Media (India)
Cabinet / Council of Ministers / Advisors (India)	Express intent to provide military aid	Citizen (India)
Cabinet / Council of Ministers / Advisors (India)	Engage in symbolic act	Media (India)
Hardik Patel	Criticize or denounce	Member of the Judiciary (India)
Hardik Patel	Defy norms, law	Member of the Judiciary (India)
Mike Pompeo	Reject proposal to meet, discuss, or negotiate	North Korea
City Mayor (Lithuania)	Praise or endorse	Citizen (Russia)
Pedro Sanchez	Express intent to meet or negotiate	Company - Owner or Operator (Chile)
Government (International)	Make statement	Business (Australia)
Education (Australia)	Make statement	Scott Morrison
Donald Trump	Praise or endorse	Scott Morrison
Attorney General (Paraguay)	Retreat or surrender militarily	Other Authorities / Officials (Paraguay)
Court Judge (Paraguay)	Yield	Lawyer/Attorney (Paraguay)
Protester (Haiti)	Accuse of crime, corruption	Jovenel Moïse
Indonesia	Reject	Asylum Seeker (Indonesia)
Indonesia	Reject	Refugee (Indonesia)
Scholar (Indonesia)	Make statement	Muslim (Indonesia)
Rights Activist (Indonesia)	Make statement	Muslim (Indonesia)
Scotland	Host a visit	Carles Puigdemont
Carles Puigdemont	Make a visit	Scotland
United Kingdom	Host a visit	Carles Puigdemont
Carles Puigdemont	Make a visit	United Kingdom
Recep Tayyip Erdoğan	Accuse	Government (Germany)
Colombia	Arrest, detain, or charge with legal action	Government Lawyer/Representative (Colombia)
Evo Morales	Reject plan, agreement to settle dispute	Argentina
UN Security Council	Praise or endorse	Citizen (Mali)
UN Security Council	Praise or endorse	Other Authorities / Officials (Mali)
UN Security Council	Appeal for diplomatic cooperation (such as policy support)	Citizen (Mali)
Morocco	Consult	Scientist (Morocco)
Morocco	Consult	Head of Government (Morocco)
Scientist (Morocco)	Consult	Morocco
Head of Government (Morocco)	Consult	Morocco
Labor Union (Czech Republic)	Praise or endorse	Party Member (Czech Republic)
Armed Gang (Afghanistan)	Use unconventional violence	Military (Czech Republic)
Scott Morrison	Make statement	Police (Australia)
Strait Times	Make statement	Khaw Boon Wan
Envoy (United States)	Criticize or denounce	European Union
Envoy (United States)	Make an appeal or request	Belgium
Foreign Affairs (India)	Engage in negotiation	Sergei Ryabkov
Sergei Ryabkov	Engage in negotiation	Foreign Affairs (India)
Media Personnel (International)	Make statement	Thailand
Media (Thailand)	Accuse	Thailand
Army Personnel (Thailand)	Make statement	National Council for Peace and Order of Thailand
Police (Philippines)	Return, release person(s)	Zaldy Ampatuan
Gustavo Petro	Accuse	Head of Government (Colombia)
Representatives (Colombia)	Praise or endorse	Head of Government (Colombia)
China	Engage in negotiation	Mahathir Mohamad
Mahathir Mohamad	Engage in negotiation	China
Central Committee of the Communist Party of China	Consult	Li Keqiang
Li Keqiang	Consult	Central Committee of the Communist Party of China
